research_scope,source_dof,seeds,trees,rate_profile,static_ratio,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,protocol,receiver_observations,receiver_completion_ticks_sum,mean_receiver_completion_ticks,p95_receiver_completion_ticks,barrier_completion_ticks_sum,mean_barrier_completion_ticks,p95_barrier_completion_ticks,sender_stop_ticks_sum,mean_sender_stop_ticks,p95_sender_stop_ticks,total_emissions_sum,mean_total_emissions,p95_total_emissions,ownership_wasted_deliveries_sum,mean_ownership_wasted_deliveries,p95_ownership_wasted_deliveries,post_completion_tail_deliveries_sum,mean_post_completion_tail_deliveries,p95_post_completion_tail_deliveries,post_completion_tail_emissions_sum,mean_post_completion_tail_emissions,p95_post_completion_tail_emissions,opportunity_weighted_tree_utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,3,512,pooled_carousel,1536,6323355,4116.767578,4123,2109238,4119.605469,4124,2371382,4631.605469,4636,4741740,9261.210938,9270,0,0.000000,0,1571383,3069.107422,3088,523517,1022.494141,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,8,equal_split_striping,4096,16902010,4126.467285,4135,2116685,4134.150391,4142,2120781,4142.150391,4150,4222360,8246.796875,8255,55702,108.792969,162,0,0.000000,0,0,0.000000,0,0.995713280
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,8,rate_proportional_striping,4096,16902010,4126.467285,4135,2116685,4134.150391,4142,2120781,4142.150391,4150,4222360,8246.796875,8255,55702,108.792969,162,0,0.000000,0,0,0.000000,0,0.995713280
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,8,per_stripe_fec,4096,16872102,4119.165527,4126,2112059,4125.115234,4130,2112571,4126.115234,4131,4223876,8249.757812,8260,67744,132.312500,205,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,8,pooled_rounds,4096,16892113,4124.051025,4130,2114835,4130.537109,4138,2118931,4138.537109,4146,4220288,8242.750000,8251,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996093785
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,8,pooled_carousel,4096,16862469,4116.813721,4122,2110274,4121.628906,4126,2114370,4129.628906,4134,4227716,8257.257812,8266,0,0.000000,0,98314,192.019531,248,7430,14.511719,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,64,equal_split_striping,4096,17139578,4184.467285,4191,2152997,4205.072266,4255,2185765,4269.072266,4319,4222356,8246.789062,8255,55610,108.613281,160,0,0.000000,0,0,0.000000,0,0.966102323
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,64,rate_proportional_striping,4096,17139578,4184.467285,4191,2152997,4205.072266,4255,2185765,4269.072266,4319,4222356,8246.789062,8255,55610,108.613281,160,0,0.000000,0,0,0.000000,0,0.966102323
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,64,per_stripe_fec,4096,16872102,4119.165527,4126,2112059,4125.115234,4130,2112571,4126.115234,4131,4223876,8249.757812,8260,67744,132.312500,205,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,64,pooled_rounds,4096,17128485,4181.759033,4186,2150318,4199.839844,4250,2183086,4263.839844,4314,4220283,8242.740234,8250,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.966813267
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,64,pooled_carousel,4096,16862469,4116.813721,4122,2110274,4121.628906,4126,2143042,4185.628906,4190,4285060,8369.257812,8378,0,0.000000,0,554811,1083.615234,1140,64774,126.511719,127,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,512,equal_split_striping,4096,19041514,4648.807129,4639,2441190,4767.949219,5150,2703334,5279.949219,5662,4222355,8246.787109,8255,55633,108.658203,161,0,0.000000,0,0,0.000000,0,0.781101197
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,512,rate_proportional_striping,4096,19041514,4648.807129,4639,2441190,4767.949219,5150,2703334,5279.949219,5662,4222355,8246.787109,8255,55633,108.658203,161,0,0.000000,0,0,0.000000,0,0.781101197
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,512,per_stripe_fec,4096,16872102,4119.165527,4126,2112059,4125.115234,4130,2112571,4126.115234,4131,4223876,8249.757812,8260,67744,132.312500,205,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,512,pooled_rounds,4096,19016900,4642.797852,4634,2431212,4748.460938,5146,2693356,5260.460938,5658,4220268,8242.710938,8251,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.783607962
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-0.5pct,5,1000,8,512,pooled_carousel,4096,16862469,4116.813721,4122,2110274,4121.628906,4126,2372418,4633.628906,4638,4743812,9265.257812,9274,0,0.000000,0,4206552,8215.921875,8271,523526,1022.511719,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,8,equal_split_striping,512,2149990,4199.199219,4213,2149990,4199.199219,4213,2154086,4207.199219,4221,4279381,8358.166016,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.993553275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,8,rate_proportional_striping,512,2149990,4199.199219,4213,2149990,4199.199219,4213,2154086,4207.199219,4221,4279381,8358.166016,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.993553275
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,8,per_stripe_fec,512,2142458,4184.488281,4198,2142458,4184.488281,4198,2142970,4185.488281,4199,4284674,8368.503906,8396,5161,10.080078,26,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,8,pooled_rounds,512,2147245,4193.837891,4206,2147245,4193.837891,4206,2151341,4201.837891,4214,4279389,8358.181641,8379,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.994823159
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,8,pooled_carousel,512,2139824,4179.343750,4190,2139824,4179.343750,4190,2143920,4187.343750,4198,4286816,8372.687500,8394,0,0.000000,0,7271,14.201172,15,7423,14.498047,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,64,equal_split_striping,512,2208182,4312.855469,4376,2208182,4312.855469,4376,2240950,4376.855469,4440,4279363,8358.130859,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.955028213
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,64,rate_proportional_striping,512,2208182,4312.855469,4376,2208182,4312.855469,4376,2240950,4376.855469,4440,4279363,8358.130859,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.955028213
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,64,per_stripe_fec,512,2142458,4184.488281,4198,2142458,4184.488281,4198,2142970,4185.488281,4199,4284674,8368.503906,8396,5161,10.080078,26,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,64,pooled_rounds,512,2205093,4306.822266,4368,2205093,4306.822266,4368,2237861,4370.822266,4432,4279362,8358.128906,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.956346551
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,64,pooled_carousel,512,2139824,4179.343750,4190,2139824,4179.343750,4190,2172592,4243.343750,4254,4344160,8484.687500,8506,0,0.000000,0,63495,124.013672,127,64767,126.498047,127,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,512,equal_split_striping,512,2678250,5230.957031,5716,2678250,5230.957031,5716,2940394,5742.957031,6228,4279368,8358.140625,8381,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.727812885
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,512,rate_proportional_striping,512,2678250,5230.957031,5716,2678250,5230.957031,5716,2940394,5742.957031,6228,4279368,8358.140625,8381,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.727812885
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,512,per_stripe_fec,512,2142458,4184.488281,4198,2142458,4184.488281,4198,2142970,4185.488281,4199,4284674,8368.503906,8396,5161,10.080078,26,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,512,pooled_rounds,512,2670882,5216.566406,5703,2670882,5216.566406,5703,2933026,5728.566406,6215,4279379,8358.162109,8380,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.729643405
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,1,512,pooled_carousel,512,2139824,4179.343750,4190,2139824,4179.343750,4190,2401968,4691.343750,4702,4802912,9380.687500,9402,0,0.000000,0,513034,1002.019531,1010,523519,1022.498047,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,8,equal_split_striping,1536,6447231,4197.416016,4214,2153660,4206.367188,4218,2157756,4214.367188,4226,4287640,8374.296875,8393,23439,45.779297,80,0,0.000000,0,0,0.000000,0,0.993777245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,8,rate_proportional_striping,1536,6447231,4197.416016,4214,2153660,4206.367188,4218,2157756,4214.367188,4226,4287640,8374.296875,8393,23439,45.779297,80,0,0.000000,0,0,0.000000,0,0.993777245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,8,per_stripe_fec,1536,6427559,4184.608724,4198,2145949,4191.306641,4202,2146461,4192.306641,4203,4291639,8382.107422,8404,35197,68.744141,122,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,8,pooled_rounds,1536,6435283,4189.637370,4205,2150186,4199.582031,4210,2154282,4207.582031,4218,4285137,8369.408203,8388,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.994799120
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,8,pooled_carousel,1536,6419864,4179.598958,4190,2142712,4184.984375,4194,2146808,4192.984375,4202,4292592,8383.968750,8402,0,0.000000,0,38015,74.248047,111,7411,14.474609,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,64,equal_split_striping,1536,6583116,4285.882812,4328,2213245,4322.744141,4382,2246013,4386.744141,4446,4287558,8374.136719,8392,23387,45.677734,79,0,0.000000,0,0,0.000000,0,0.954699642
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,64,rate_proportional_striping,1536,6583116,4285.882812,4328,2213245,4322.744141,4382,2246013,4386.744141,4446,4287558,8374.136719,8392,23387,45.677734,79,0,0.000000,0,0,0.000000,0,0.954699642
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,64,per_stripe_fec,1536,6427559,4184.608724,4198,2145949,4191.306641,4202,2146461,4192.306641,4203,4291639,8382.107422,8404,35197,68.744141,122,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,64,pooled_rounds,1536,6557311,4269.082682,4318,2208572,4313.617188,4373,2241340,4377.617188,4437,4285054,8369.246094,8388,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.956131841
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,64,pooled_carousel,1536,6419864,4179.598958,4190,2142712,4184.984375,4194,2175480,4248.984375,4258,4349936,8495.968750,8514,0,0.000000,0,206706,403.722656,441,64755,126.474609,127,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,512,equal_split_striping,1536,7679092,4999.408854,5225,2693512,5260.765625,5728,2955656,5772.765625,6240,4287583,8374.185547,8393,23421,45.744141,80,0,0.000000,0,0,0.000000,0,0.725444005
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,512,rate_proportional_striping,1536,7679092,4999.408854,5225,2693512,5260.765625,5728,2955656,5772.765625,6240,4287583,8374.185547,8393,23421,45.744141,80,0,0.000000,0,0,0.000000,0,0.725444005
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,512,per_stripe_fec,1536,6427559,4184.608724,4198,2145949,4191.306641,4202,2146461,4192.306641,4203,4291639,8382.107422,8404,35197,68.744141,122,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,512,pooled_rounds,1536,7537559,4907.264974,5214,2678854,5232.136719,5716,2940998,5744.136719,6228,4285084,8369.304688,8388,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.728635334
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,3,512,pooled_carousel,1536,6419864,4179.598958,4190,2142712,4184.984375,4194,2404856,4696.984375,4706,4808688,9391.968750,9410,0,0.000000,0,1555568,3038.218750,3077,523507,1022.474609,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,8,equal_split_striping,4096,17180578,4194.477051,4215,2156340,4211.601562,4222,2160436,4219.601562,4230,4293612,8385.960938,8399,107988,210.914062,297,0,0.000000,0,0,0.000000,0,0.993926638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,8,rate_proportional_striping,4096,17180578,4194.477051,4215,2156340,4211.601562,4222,2160436,4219.601562,4230,4293612,8385.960938,8399,107988,210.914062,297,0,0.000000,0,0,0.000000,0,0.993926638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,8,per_stripe_fec,4096,17140879,4184.784912,4198,2148566,4196.417969,4206,2149078,4197.417969,4207,4296864,8392.312500,8412,133464,260.671875,397,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,8,pooled_rounds,4096,17154604,4188.135742,4205,2152403,4203.912109,4213,2156499,4211.912109,4221,4289411,8377.755859,8392,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.994767362
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,8,pooled_carousel,4096,17120349,4179.772705,4191,2144840,4189.140625,4196,2148936,4197.140625,4204,4296848,8392.281250,8406,0,0.000000,0,133339,260.427734,356,7424,14.500000,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,64,equal_split_striping,4096,17471757,4265.565674,4327,2215684,4327.507812,4386,2248452,4391.507812,4450,4293549,8385.837891,8400,107913,210.767578,294,0,0.000000,0,0,0.000000,0,0.954996352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,64,rate_proportional_striping,4096,17471757,4265.565674,4327,2215684,4327.507812,4386,2248452,4391.507812,4450,4293549,8385.837891,8400,107913,210.767578,294,0,0.000000,0,0,0.000000,0,0.954996352
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,64,per_stripe_fec,4096,17140879,4184.784912,4198,2148566,4196.417969,4206,2149078,4197.417969,4207,4296864,8392.312500,8412,133464,260.671875,397,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,64,pooled_rounds,4096,17424346,4253.990723,4317,2210705,4317.783203,4375,2243473,4381.783203,4439,4289340,8377.617188,8392,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.956178016
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,64,pooled_carousel,4096,17120349,4179.772705,4191,2144840,4189.140625,4196,2177608,4253.140625,4260,4354192,8504.281250,8518,0,0.000000,0,583127,1138.919922,1235,64768,126.500000,127,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,512,equal_split_striping,4096,19792526,4832.159668,5223,2689027,5252.005859,5730,2951171,5764.005859,6242,4293608,8385.953125,8399,108134,211.199219,296,0,0.000000,0,0,0.000000,0,0.727567638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,512,rate_proportional_striping,4096,19792526,4832.159668,5223,2689027,5252.005859,5730,2951171,5764.005859,6242,4293608,8385.953125,8399,108134,211.199219,296,0,0.000000,0,0,0.000000,0,0.727567638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,512,per_stripe_fec,4096,17140879,4184.784912,4198,2148566,4196.417969,4206,2149078,4197.417969,4207,4296864,8392.312500,8412,133464,260.671875,397,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,512,pooled_rounds,4096,19597804,4784.620117,5213,2688702,5251.371094,5723,2950846,5763.371094,6235,4289438,8377.808594,8392,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.726941085
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,bec-2.0pct,2,100,8,512,pooled_carousel,4096,17120349,4179.772705,4191,2144840,4189.140625,4196,2406984,4701.140625,4708,4812944,9400.281250,9414,0,0.000000,0,4179601,8163.283203,8262,523520,1022.500000,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,8,equal_split_striping,512,2132912,4165.843750,4218,2132912,4165.843750,4218,2137008,4173.843750,4226,4240513,8282.251953,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.992399003
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,8,rate_proportional_striping,512,2132912,4165.843750,4218,2132912,4165.843750,4218,2137008,4173.843750,4226,4240513,8282.251953,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.992399003
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,8,per_stripe_fec,512,2128494,4157.214844,4207,2128494,4157.214844,4207,2129006,4158.214844,4208,4256721,8313.908203,8413,15922,31.097656,81,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,8,pooled_rounds,512,2124803,4150.005859,4186,2124803,4150.005859,4186,2128899,4158.005859,4194,4240481,8282.189453,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996172454
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,8,pooled_carousel,512,2120423,4141.451172,4174,2120423,4141.451172,4174,2124519,4149.451172,4182,4248014,8296.902344,8362,0,0.000000,0,7349,14.353516,15,7423,14.498047,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,64,equal_split_striping,512,2166296,4231.046875,4312,2166296,4231.046875,4312,2199064,4295.046875,4376,4240353,8281.939453,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.964351309
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,64,rate_proportional_striping,512,2166296,4231.046875,4312,2166296,4231.046875,4312,2199064,4295.046875,4376,4240353,8281.939453,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.964351309
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,64,per_stripe_fec,512,2128494,4157.214844,4207,2128494,4157.214844,4207,2129006,4158.214844,4208,4256721,8313.908203,8413,15922,31.097656,81,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,64,pooled_rounds,512,2158118,4215.074219,4284,2158118,4215.074219,4284,2190886,4279.074219,4348,4240310,8281.855469,8346,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.967942004
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,64,pooled_carousel,512,2120423,4141.451172,4174,2120423,4141.451172,4174,2153191,4205.451172,4238,4305358,8408.902344,8474,0,0.000000,0,64021,125.041016,127,64767,126.498047,127,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,512,equal_split_striping,512,2439597,4764.837891,5204,2439597,4764.837891,5204,2701741,5276.837891,5716,4240333,8281.900391,8346,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.784889582
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,512,rate_proportional_striping,512,2439597,4764.837891,5204,2439597,4764.837891,5204,2701741,5276.837891,5716,4240333,8281.900391,8346,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.784889582
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,512,per_stripe_fec,512,2128494,4157.214844,4207,2128494,4157.214844,4207,2129006,4158.214844,4208,4256721,8313.908203,8413,15922,31.097656,81,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,512,pooled_rounds,512,2428435,4743.037109,5186,2428435,4743.037109,5186,2690579,5255.037109,5698,4240279,8281.794922,8347,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.788136318
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,1,512,pooled_carousel,512,2120423,4141.451172,4174,2120423,4141.451172,4174,2382567,4653.451172,4686,4764110,9304.902344,9370,0,0.000000,0,518090,1011.894531,1023,523519,1022.498047,1023,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,8,equal_split_striping,1536,6397561,4165.078776,4222,2145982,4191.371094,4246,2150078,4199.371094,4254,4265520,8331.093750,8406,74868,146.226562,276,0,0.000000,0,0,0.000000,0,0.992181678
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,8,rate_proportional_striping,1536,6397561,4165.078776,4222,2145982,4191.371094,4246,2150078,4199.371094,4254,4265520,8331.093750,8406,74868,146.226562,276,0,0.000000,0,0,0.000000,0,0.992181678
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,8,per_stripe_fec,1536,6384456,4156.546875,4211,2141152,4181.937500,4236,2141664,4182.937500,4237,4282048,8363.375000,8471,123875,241.943359,481,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,8,pooled_rounds,1536,6372661,4148.867839,4188,2134035,4168.037109,4202,2138131,4176.037109,4210,4258489,8317.361328,8382,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996082323
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,8,pooled_carousel,1536,6360868,4141.190104,4178,2129421,4159.025391,4192,2133517,4167.025391,4200,4266010,8332.050781,8398,0,0.000000,0,76359,149.138672,263,7422,14.496094,15,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,2,static-1to1,1,ge-short-1.089pct,11,1010,3,64,equal_split_striping,1536,6492107,4226.632161,4317,2182864,4263.406250,4346,2215632,4327.406250,4410,4265485,8331.025391,8403,74872,146.234375,274,0,0.000000,0,0,0.000000,0,0.962811270
