research_scope,source_dof,seeds,trees,rate_profile,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,striping_minus_pooling_ticks_sum,mean_striping_minus_pooling_ticks,p95_striping_minus_pooling_ticks,per_stripe_ownership_waste_sum,mean_per_stripe_ownership_waste,p95_per_stripe_ownership_waste,pearson_gap_vs_ownership_waste,per_stripe_minus_carousel_emissions_sum,mean_per_stripe_minus_carousel_emissions,pearson_gap_vs_emission_gap,rounds_minus_carousel_ticks_sum,mean_rounds_minus_carousel_ticks,p95_rounds_minus_carousel_ticks,rounds_minus_carousel_emissions_sum,mean_rounds_minus_carousel_emissions,carousel_tail_deliveries_sum,mean_carousel_tail_deliveries,carousel_tail_emissions_sum,mean_carousel_tail_emissions,mean_carousel_tail_emission_fraction
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,ge-long-1.089pct,11,1010,8,8,216380,422.617188,886,8569769,16737.830078,34740,0.995976553,957563,1870.240234,0.999997483,7225,14.111328,29,-16318,-31.871094,998663,1950.513672,16328,31.890625,0.003738988
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,ge-long-1.089pct,11,1010,8,64,216380,422.617188,886,8569769,16737.830078,34740,0.995976553,828539,1618.240234,0.999997483,50429,98.494141,191,-146131,-285.412109,2020107,3945.521484,145352,283.890625,0.032329318
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-2to1,ge-long-1.089pct,11,1010,8,512,216380,422.617188,886,8569769,16737.830078,34740,0.995976553,-203653,-397.759766,0.999997483,357325,697.900391,1029,-1179189,-2303.103516,10188520,19899.453125,1177544,2299.890625,0.213007806
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,1,8,0,0.000000,0,512,1.000000,1,,-8192,-16.000000,,0,0.000000,0,-8704,-17.000000,8704,17.000000,8704,17.000000,0.002070898
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,1,64,0,0.000000,0,512,1.000000,1,,-87040,-170.000000,,0,0.000000,0,-87552,-171.000000,87552,171.000000,87552,171.000000,0.020447208
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,1,512,0,0.000000,0,512,1.000000,1,,-717824,-1402.000000,,0,0.000000,0,-718336,-1403.000000,718336,1403.000000,718336,1403.000000,0.146221991
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,3,8,0,0.000000,0,1536,3.000000,3,,-8192,-16.000000,,0,0.000000,0,-8704,-17.000000,26112,51.000000,8704,17.000000,0.002070898
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,3,64,0,0.000000,0,1536,3.000000,3,,-87040,-170.000000,,0,0.000000,0,-87552,-171.000000,262656,513.000000,87552,171.000000,0.020447208
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,3,512,0,0.000000,0,1536,3.000000,3,,-717824,-1402.000000,,0,0.000000,0,-718336,-1403.000000,2155008,4209.000000,718336,1403.000000,0.146221991
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,8,8,0,0.000000,0,4096,8.000000,8,,-8192,-16.000000,,0,0.000000,0,-8704,-17.000000,69632,136.000000,8704,17.000000,0.002070898
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,8,64,0,0.000000,0,4096,8.000000,8,,-87040,-170.000000,,0,0.000000,0,-87552,-171.000000,700416,1368.000000,87552,171.000000,0.020447208
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,none,0,1,8,512,0,0.000000,0,4096,8.000000,8,,-717824,-1402.000000,,0,0.000000,0,-718336,-1403.000000,5746688,11224.000000,718336,1403.000000,0.146221991
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,1,8,5129,10.017578,20,14328,27.984375,51,0.978211052,4842,9.457031,0.980293572,3894,7.605469,15,-9565,-18.681641,9508,18.570312,9560,18.671875,0.002262621
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,1,64,5129,10.017578,20,14328,27.984375,51,0.978211052,-74006,-144.542969,0.980293572,37910,74.042969,127,-88414,-172.683594,87977,171.830078,88408,172.671875,0.020540720
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,1,512,5129,10.017578,20,14328,27.984375,51,0.978211052,-704790,-1376.542969,0.980293572,316948,619.039062,1023,-719188,-1404.664062,715609,1397.673828,719192,1404.671875,0.145738244
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,3,8,6935,13.544922,24,66189,129.275391,208,0.955757462,9780,19.101562,0.982837364,4098,8.003906,15,-9521,-18.595703,37011,72.287109,9502,18.558594,0.002247405
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,3,64,6935,13.544922,24,66189,129.275391,208,0.955757462,-69068,-134.898438,0.982837364,39988,78.101562,128,-88357,-172.572266,272355,531.943359,88350,172.558594,0.020513904
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,3,512,6935,13.544922,24,66189,129.275391,208,0.955757462,-699852,-1366.898438,0.982837364,329776,644.093750,1024,-719134,-1404.558594,2155273,4209.517578,719134,1404.558594,0.145643882
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,8,8,8266,16.144531,25,222340,434.257812,623,0.944420110,13413,26.197266,0.982332387,4113,8.033203,15,-9614,-18.777344,115621,225.822266,9605,18.759766,0.002270715
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,8,64,8266,16.144531,25,222340,434.257812,623,0.944420110,-65435,-127.802734,0.982332387,40532,79.164062,128,-88447,-172.748047,743205,1451.572266,88453,172.759766,0.020528482
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-0.5pct,5,1000,8,512,8266,16.144531,25,222340,434.257812,623,0.944420110,-696219,-1359.802734,0.982332387,325136,635.031250,1024,-719256,-1404.796875,5764416,11258.625000,719237,1404.759766,0.145606973
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,1,8,10607,20.716797,39,28675,56.005859,102,0.993218184,19894,38.855469,0.994938389,7026,13.722656,20,-9380,-18.320312,9174,17.917969,9371,18.302734,0.002184559
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,1,64,10607,20.716797,39,28675,56.005859,102,0.993218184,-58954,-115.144531,0.994938389,65890,128.691406,188,-88184,-172.234375,86437,168.822266,88219,172.302734,0.020194346
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,1,512,10607,20.716797,39,28675,56.005859,102,0.993218184,-689738,-1347.144531,0.994938389,535292,1045.492188,1532,-718898,-1404.097656,704412,1375.804688,719003,1404.302734,0.143821195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,3,8,13584,26.531250,43,126894,247.839844,382,0.957328125,28090,54.863281,0.994311941,6985,13.642578,20,-9424,-18.406250,44297,86.517578,9425,18.408203,0.002194288
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,3,64,13584,26.531250,43,126894,247.839844,382,0.957328125,-50758,-99.136719,0.994311941,65439,127.810547,188,-88246,-172.355469,276095,539.248047,88273,172.408203,0.020180879
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,3,512,13584,26.531250,43,126894,247.839844,382,0.957328125,-681542,-1331.136719,0.994311941,536740,1048.320312,1532,-719082,-1404.457031,2130247,4160.638672,719057,1404.408203,0.143671320
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,8,8,15786,30.832031,44,417606,815.636719,1113,0.945660787,34210,66.816406,0.993000773,6999,13.669922,20,-9479,-18.513672,149438,291.871094,9456,18.468750,0.002199569
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,8,64,15786,30.832031,44,417606,815.636719,1113,0.945660787,-44638,-87.183594,0.993000773,66479,129.841797,188,-88298,-172.457031,767606,1499.230469,88304,172.468750,0.020170526
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,bec-2.0pct,2,100,8,512,15786,30.832031,44,417606,815.636719,1113,0.945660787,-675422,-1319.183594,0.993000773,541291,1057.208984,1532,-719172,-1404.632812,5712706,11157.628906,719088,1404.468750,0.143569025
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,1,8,40066,78.253906,176,109341,213.556641,479,0.999311147,100969,197.205078,0.999830607,4034,7.878906,16,-9463,-18.482422,9371,18.302734,9457,18.470703,0.002225311
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,1,64,40066,78.253906,176,109341,213.556641,479,0.999311147,22121,43.205078,0.999830607,38308,74.820312,128,-88389,-172.634766,87495,170.888672,88305,172.470703,0.020400398
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,1,512,40066,78.253906,176,109341,213.556641,479,0.999311147,-608663,-1188.794922,0.999830607,325636,636.007812,1024,-719029,-1404.353516,711278,1389.214844,719089,1404.470703,0.144995862
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,3,8,62387,121.849609,233,561901,1097.462891,2045,0.991564411,162319,317.029297,0.999861608,4576,8.937500,20,-9439,-18.435547,80323,156.880859,9427,18.412109,0.002208925
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,3,64,62387,121.849609,233,561901,1097.462891,2045,0.991564411,83471,163.029297,0.999861608,41302,80.667969,128,-88494,-172.839844,314286,613.839844,88275,172.412109,0.020309286
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,3,512,62387,121.849609,233,561901,1097.462891,2045,0.991564411,-547313,-1068.970703,0.999861608,349627,682.865234,1024,-719100,-1404.492188,2184761,4267.111328,719059,1404.412109,0.144467161
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,8,8,82371,160.880859,283,2033212,3971.117188,6849,0.990375149,217318,424.449219,0.999868482,4843,9.458984,20,-9517,-18.587891,314001,613.283203,9495,18.544922,0.002218508
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,8,64,82371,160.880859,283,2033212,3971.117188,6849,0.990375149,138470,270.449219,0.999868482,43367,84.701172,128,-88514,-172.878906,937741,1831.525391,88343,172.544922,0.020267962
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-short-1.089pct,11,1010,8,512,82371,160.880859,283,2033212,3971.117188,6849,0.990375149,-492314,-961.550781,0.999868482,365386,713.644531,1025,-719334,-1404.949219,5927851,11577.833984,719127,1404.544922,0.144127058
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,1,8,111918,218.589844,1026,301598,589.058594,2797,0.999311375,298471,582.951172,0.999996217,4211,8.224609,20,-9617,-18.783203,9523,18.599609,9619,18.787109,0.002262378
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,1,64,111918,218.589844,1026,301598,589.058594,2797,0.999311375,219623,428.951172,0.999996217,39444,77.039062,187,-88608,-173.062500,87490,170.878906,88467,172.787109,0.020428493
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,1,512,111918,218.589844,1026,301598,589.058594,2797,0.999311375,-411161,-803.048828,0.999996217,310592,606.625000,1024,-719502,-1405.277344,710883,1388.443359,719251,1404.787109,0.144970737
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,3,8,240444,469.617188,1420,2110393,4121.861328,11777,0.997872520,651962,1273.363281,0.999997609,5224,10.203125,21,-9573,-18.697266,181961,355.392578,9543,18.638672,0.002217969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,3,64,240444,469.617188,1420,2110393,4121.861328,11777,0.997872520,573114,1119.363281,0.999997609,45558,88.980469,189,-88743,-173.326172,416105,812.705078,88391,172.638672,0.020173998
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,3,512,240444,469.617188,1420,2110393,4121.861328,11777,0.997872520,-57670,-112.636719,0.999997609,340819,665.662109,1028,-720841,-1407.892578,2286633,4466.080078,719175,1404.638672,0.143484439
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,8,8,394313,770.142578,1652,9462486,18481.417969,38524,0.996160373,1075076,2099.757812,0.999997876,5752,11.234375,22,-9474,-18.503906,960104,1875.203125,9445,18.447266,0.002164791
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,8,64,394313,770.142578,1652,9462486,18481.417969,38524,0.996160373,996228,1945.757812,0.999997876,48587,94.896484,189,-88805,-173.447266,1584259,3094.255859,88293,172.447266,0.019877502
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-4to1,ge-long-1.089pct,11,1010,8,512,394313,770.142578,1652,9462486,18481.417969,38524,0.996160373,365444,713.757812,0.999997876,356134,695.574219,1028,-721002,-1408.207031,6572637,12837.181641,719077,1404.447266,0.141755969
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,1,8,3072,6.000000,6,3584,7.000000,7,,-3584,-7.000000,,0,0.000000,0,-7168,-14.000000,7168,14.000000,7168,14.000000,0.001706069
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,1,64,3072,6.000000,6,3584,7.000000,7,,-57344,-112.000000,,0,0.000000,0,-60928,-119.000000,60928,119.000000,60928,119.000000,0.014318373
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,1,512,3072,6.000000,6,3584,7.000000,7,,-487424,-952.000000,,0,0.000000,0,-491008,-959.000000,491008,959.000000,491008,959.000000,0.104797290
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,3,8,3072,6.000000,6,10752,21.000000,21,,-3584,-7.000000,,0,0.000000,0,-7168,-14.000000,21504,42.000000,7168,14.000000,0.001706069
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,3,64,3072,6.000000,6,10752,21.000000,21,,-57344,-112.000000,,0,0.000000,0,-60928,-119.000000,182784,357.000000,60928,119.000000,0.014318373
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,3,512,3072,6.000000,6,10752,21.000000,21,,-487424,-952.000000,,0,0.000000,0,-491008,-959.000000,1473024,2877.000000,491008,959.000000,0.104797290
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,8,8,3072,6.000000,6,28672,56.000000,56,,-3584,-7.000000,,0,0.000000,0,-7168,-14.000000,57344,112.000000,7168,14.000000,0.001706069
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,8,64,3072,6.000000,6,28672,56.000000,56,,-57344,-112.000000,,0,0.000000,0,-60928,-119.000000,487424,952.000000,60928,119.000000,0.014318373
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,none,0,1,8,512,3072,6.000000,6,28672,56.000000,56,,-487424,-952.000000,,0,0.000000,0,-491008,-959.000000,3928064,7672.000000,491008,959.000000,0.104797290
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,1,8,9491,18.537109,35,17887,34.935547,67,0.986412778,11846,23.136719,0.988261568,4609,9.001953,16,-6138,-11.988281,6094,11.902344,6129,11.970703,0.001451820
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,1,64,9491,18.537109,35,17887,34.935547,67,0.986412778,-41914,-81.863281,0.988261568,38215,74.638672,128,-59923,-117.037109,59593,116.392578,59889,116.970703,0.014007950
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,1,512,9491,18.537109,35,17887,34.935547,67,0.986412778,-471994,-921.863281,0.988261568,314058,613.394531,1024,-489984,-957.000000,487445,952.041016,489969,956.970703,0.104128245
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,3,8,12644,24.695312,41,79738,155.738281,254,0.969418800,17648,34.468750,0.986721940,4775,9.326172,16,-6222,-12.152344,27056,52.843750,6220,12.148438,0.001472355
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,3,64,12644,24.695312,41,79738,155.738281,254,0.969418800,-36112,-70.531250,0.986721940,38931,76.037109,128,-60018,-117.222656,187547,366.302734,59980,117.148438,0.014019640
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,3,512,12644,24.695312,41,79738,155.738281,254,0.969418800,-466192,-910.531250,0.986721940,321180,627.304688,1024,-490072,-957.171875,1471179,2873.396484,490060,957.148438,0.104082862
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,8,8,15028,29.351562,47,266871,521.232422,735,0.966986669,22258,43.472656,0.986644908,4672,9.125000,16,-6502,-12.699219,89686,175.167969,6498,12.691406,0.001537395
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,8,64,15028,29.351562,47,266871,521.232422,735,0.966986669,-31502,-61.527344,0.986644908,39999,78.123047,128,-60262,-117.699219,517663,1011.060547,60258,117.691406,0.014077686
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-0.5pct,5,1000,8,512,15028,29.351562,47,266871,521.232422,735,0.966986669,-461582,-901.527344,0.986644908,326786,638.253906,1024,-490330,-957.675781,3941053,7697.369141,490338,957.691406,0.104095323
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,1,8,18441,36.017578,69,34164,66.726562,125,0.995290209,28632,55.921875,0.995754002,7466,14.582031,16,-6246,-12.199219,6116,11.945312,6228,12.164062,0.001452976
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,1,64,18441,36.017578,69,34164,66.726562,125,0.995290209,-25128,-49.078125,0.995754002,66130,129.160156,190,-59957,-117.103516,58769,114.783203,59988,117.164062,0.013821687
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,1,512,18441,36.017578,69,34164,66.726562,125,0.995290209,-455208,-889.078125,0.995754002,518421,1012.541016,1025,-490071,-957.169922,480159,937.810547,490068,957.164062,0.102734970
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,3,8,23743,46.373047,75,148615,290.263672,451,0.974825192,38632,75.453125,0.994958355,7534,14.714844,19,-6237,-12.181641,34982,68.324219,6227,12.162109,0.001450924
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,3,64,23743,46.373047,75,148615,290.263672,451,0.974825192,-15128,-29.546875,0.994958355,66832,130.531250,190,-59981,-117.150391,193065,377.080078,59987,117.162109,0.013804370
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,3,512,23743,46.373047,75,148615,290.263672,451,0.974825192,-445208,-869.546875,0.994958355,531713,1038.501953,1533,-490094,-957.214844,1457332,2846.351562,490067,957.162109,0.102619196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,8,8,28329,55.330078,84,493938,964.722656,1408,0.968114715,47246,92.277344,0.995244007,7620,14.882812,22,-6157,-12.025391,123561,241.330078,6149,12.009766,0.001431537
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,8,64,28329,55.330078,84,493938,964.722656,1408,0.968114715,-6514,-12.722656,0.995244007,67371,131.583984,191,-59897,-116.986328,544949,1064.353516,59909,117.009766,0.013774901
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,bec-2.0pct,2,100,8,512,28329,55.330078,84,493938,964.722656,1408,0.968114715,-436594,-852.722656,0.995244007,540892,1056.429688,1535,-490015,-957.060547,3917374,7651.121094,489989,957.009766,0.102524846
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,1,8,70745,138.173828,322,130698,255.269531,604,0.998870859,126602,247.269531,0.999895194,4815,9.404297,16,-6118,-11.949219,6063,11.841797,6123,11.958984,0.001442307
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,1,64,70745,138.173828,322,130698,255.269531,604,0.998870859,72842,142.269531,0.999895194,40893,79.869141,131,-59813,-116.822266,59117,115.462891,59883,116.958984,0.013929386
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,1,512,70745,138.173828,322,130698,255.269531,604,0.998870859,-357238,-697.730469,0.999895194,317053,619.244141,1025,-490028,-957.085938,484250,945.800781,489963,956.958984,0.103605511
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,3,8,115003,224.615234,448,691978,1351.519531,2585,0.994854322,209639,409.451172,0.999908308,5152,10.062500,16,-6217,-12.142578,70523,137.740234,6216,12.140625,0.001457854
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,3,64,115003,224.615234,448,691978,1351.519531,2585,0.994854322,155879,304.451172,0.999908308,42610,83.222656,136,-60021,-117.228516,230059,449.333984,59976,117.140625,0.013891176
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,3,512,115003,224.615234,448,691978,1351.519531,2585,0.994854322,-274201,-535.548828,0.999908308,336435,657.099609,1027,-490171,-957.365234,1505749,2940.916016,490056,957.140625,0.103220947
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,8,8,153479,299.763672,512,2529242,4939.925781,8061,0.993907928,281786,550.363281,0.999911927,5307,10.365234,16,-6275,-12.255859,299957,585.853516,6236,12.179688,0.001457771
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,8,64,153479,299.763672,512,2529242,4939.925781,8061,0.993907928,228026,445.363281,0.999911927,44663,87.232422,136,-60120,-117.421875,725608,1417.203125,59996,117.179688,0.013851014
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-short-1.089pct,11,1010,8,512,153479,299.763672,512,2529242,4939.925781,8061,0.993907928,-202054,-394.636719,0.999911927,352793,689.048828,1029,-490180,-957.382812,4127942,8062.386719,490076,957.179688,0.102922461
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,1,8,137885,269.306641,1344,255189,498.416016,2514,0.999497009,252602,493.363281,0.999996249,4818,9.410156,16,-6129,-11.970703,6059,11.833984,6110,11.933594,0.001440002
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,1,64,137885,269.306641,1344,255189,498.416016,2514,0.999497009,198842,388.363281,0.999996249,37263,72.779297,128,-60135,-117.451172,59410,116.035156,59870,116.933594,0.013933593
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,1,512,137885,269.306641,1344,255189,498.416016,2514,0.999497009,-231238,-451.636719,0.999996249,296457,579.017578,1024,-490373,-957.759766,486315,949.833984,489950,956.933594,0.103651661
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,3,8,348694,681.042969,2312,2087050,4076.269531,13188,0.998361016,647776,1265.187500,0.999998219,5619,10.974609,21,-6076,-11.867188,168277,328.666016,6056,11.828125,0.001409729
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,3,64,348694,681.042969,2312,2087050,4076.269531,13188,0.998361016,594016,1160.187500,0.999998219,43359,84.685547,189,-60057,-117.298828,328104,640.828125,59816,116.828125,0.013752003
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,3,512,348694,681.042969,2312,2087050,4076.269531,13188,0.998361016,163936,320.187500,0.999998219,336623,657.466797,1028,-490651,-958.302734,1606635,3137.958984,489896,956.828125,0.102495114
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,ge-long-1.089pct,11,1010,8,8,666291,1301.349609,3096,10734079,20964.998047,48057,0.998027953,1243293,2428.306641,0.999998641,5915,11.552734,22,-6365,-12.431641,902560,1762.812500,6233,12.173828,0.001431691
